passage_id,source_id,review_round,paragraph_no,topic,content_zh,content_en,related_articles,related_pi,fulfillment_status,last_assessed_date
CO-1-037,src-2017-co-ch,1,37,其他（國際審查委員會建議國家： a) 在擬訂、實施與評估減災措施時）,國際審查委員會建議國家： a) 在擬訂、實施與評估減災措施時，確保身心障礙者及其代表組織充分參與，包 括使用無障礙通訊技術。 b) 在此類措施中納入身心障礙婦女、兒童及原住民觀點，特別是心智/社會心理 障礙、聽覺障礙、視聽覺障礙方面。 c) 強化災害治理，並依 2015 至 2030 年仙台減災綱領管理災害風險，尤其是改善 中央與地方政府間的災害通報及應變協調機制。以及 d) 於中央及地方災害救援與紓困計畫中，納入維生設備緊急供電系統，包括設置 維生設備使用者名單，以及提供小型發電機與燃料。 法律之前獲得平等承認 (第 12 條),,,,pending,2026-05-01
CO-1-038,src-2017-co-ch,1,38,其他（國際審查委員會認為國家之國內法規尚未完全符合 CRPD 第 ）,國際審查委員會認為國家之國內法規尚未完全符合 CRPD 第 12 條規定 (依聯合 國 CRPD 委員會第 1 號一般性意見解釋)，包括民法、信託法及相關法規。國際 審查委員會強調，受監護宣告的身心障礙者在許多情況下不具有法律行為能 力，無法表達其意願、偏好或行使自主權，包括，但不限於婚姻、選舉權、擔 任公職、處分財產、取得金融服務、就業、醫療 (含結紮手術) 知情同意權等方 面。國際審查委員會並針對國家混淆法律行為能力與心智能力之情事，表達關 切。,,,,pending,2026-05-01
CO-1-039,src-2017-co-ch,1,39,其他（國際審查委員會建議國家全面修訂相關法規、政策及程序，並依聯合）,國際審查委員會建議國家全面修訂相關法規、政策及程序，並依聯合國 CRPD 委員會第 1 號一般性意見設置輔助決定制系統，包括為其提供適當資源。法律 行為能力與心智能力，實屬不同概念。國際審查委員會建議針對以下概念進行 全體公務人員 (含法官) 教育訓練：法律行為能力是指有能力持有權利義務 (法 律資格)，並行使此類權利義務 (法律主體)。心智能力是指個人的決策能力，每 個人的決策能力通常依環境、社會等因素而有所不同。 獲得司法保護 (第 13 條),,,,pending,2026-05-01
CO-1-040,src-2017-co-ch,1,40,其他（國際審查委員會對下列方面表示關切： a) 國家在民刑事司法體）,國際審查委員會對下列方面表示關切： a) 國家在民刑事司法體系中，並未針對身心障礙者提供適當保障。 b) 性暴力受害者在民刑事司法體系中，亦缺乏適當措施與保障。以及 c) 司法體系並未充分提供受害者適齡或程序調整。,,,,pending,2026-05-01
CO-1-041,src-2017-co-ch,1,41,其他（國際審查委員會建議： a) 國家採行相關措施，並配置適當資源）,國際審查委員會建議： a) 國家採行相關措施，並配置適當資源，以確保所有人均能平等利用民刑事司法 體系，包括強制法官、執法、獄政人員參加身心障礙者人權教育訓練。 b) 國家採行相關措施，並配置適當資源，以保障性暴力受害者，包括，但不限於 為民刑事司法體系工作人員辦理性及性別敏感的人權教育訓練。以及 c) 採取此類措施，但不限於： ● 透透過無障礙及替代格式利用與傳達資訊。 ● 手語翻譯。 ● 輔助決定制。 ● 依年齡為身心障礙兒童提供適當支持。 ● 於司法體系內進行適當調整。 人身自由與安全 (第 14 條),,,,pending,2026-05-01
CO-1-042,src-2017-co-ch,1,42,其他（國際審查委員會對下列方面表示關切： a) 精神衛生法的內容與）,國際審查委員會對下列方面表示關切： a) 精神衛生法的內容與適用，特別是強制安置及治療制度，恐已侵害身心障礙者 之人權。現行精神衛生法容許將身心障礙者強制安置於醫院、機構及社區，且 所提供的程序保障亦不足，使身心障礙者無法要求針對此類處置實施行政審 查。以及 b) 基於身心障礙者具可預見之危險，有照護、治療或安置需求而剝奪其自由。,,,,pending,2026-05-01
CO-1-043,src-2017-co-ch,1,43,其他（國際審查委員會建議： a) 國家修訂相關法規及政策，包括精神）,國際審查委員會建議： a) 國家修訂相關法規及政策，包括精神衛生法，禁止以身心障礙為由進行非自願 安置，並設置程序保障機制，包括立即法律協助及自願知情同意規定。以及 b) 國家依 CRPD 第 3(a) 條之原則，保障個人選擇自由，並禁止基於實際或潛在 障礙剝奪人身自由。 免於酷刑或殘忍、不人道或有辱人格之待遇或處罰 (第 15 條),,,,pending,2026-05-01
CO-1-044,src-2017-co-ch,1,44,其他（國際審查委員會對下列方面表示關切： a) 國家尚未採取措施以）,國際審查委員會對下列方面表示關切： a) 國家尚未採取措施以確保身心障礙者取得適當支持，在獲取充分知情同意的情 況下，做出醫療程序及治療的決定。 b) 居住於特定安排場所之身心障礙者有遭受有辱人格及不人道待遇之虞，包括強 迫使用尿布，而非協助如廁。以及 c) 國家未針對身心障礙受刑人進行合理調整。,,,,pending,2026-05-01
CO-1-045,src-2017-co-ch,1,45,其他（國際審查委員會建議： a) 國家採行相關措施，並配置適當資源）,國際審查委員會建議： a) 國家採行相關措施，並配置適當資源，以協助身心障礙者在充分獲得醫療程序 及治療相關資訊的情況下，做出決定。 b) 國家定期檢討特定居住安排狀況，包括實施無預警檢查。以及 c) 國家採行相關措施，並配置適當資源，以針對身心障礙受刑人進行合理調整。 免於剝削、暴力與虐待 (第 16 條),,,,pending,2026-05-01
CO-1-046,src-2017-co-ch,1,46,其他（國際審查委員會針對性別暴力情況表達關切，並認為國家未依第 1）,國際審查委員會針對性別暴力情況表達關切，並認為國家未依第 16(1) 條設置適 當監督機制。,,,,pending,2026-05-01
CO-1-047,src-2017-co-ch,1,47,其他（國際審查委員會建議國家修訂相關法規及政策，並針對各類剝削、暴）,國際審查委員會建議國家修訂相關法規及政策，並針對各類剝削、暴力與虐待 的處理情況設置監督機制。國家應加強教育，以提升執法及司法人員、社工、 健康照護人員及教師對於暴力問題及通報的認知，以及所有相關人員對於性別 平等的了解，並積極開發協助與保護方面的資源。 保障人身完整性 (第 17 條),,,,pending,2026-05-01
CO-1-048,src-2017-co-ch,1,48,其他（國際審查委員會對於優生保健法及精神衛生法允許為身心障者進行強）,國際審查委員會對於優生保健法及精神衛生法允許為身心障者進行強制流產及 結紮手術表示關切，並關注身心障礙 (特別是心智/社會心理障礙) 婦女及女童因 此蒙受之影響。,,,,pending,2026-05-01
CO-1-049,src-2017-co-ch,1,49,其他（國際審查委員會建議國家修訂優生保健法及精神衛生法，提供法律、）,國際審查委員會建議國家修訂優生保健法及精神衛生法，提供法律、程序及社 會保障，包括，但不限於接受輔助決定及法律代表，以避免對身心障礙者施以 強制醫療處置。 遷徙自由與國籍 (第 18 條),,,,pending,2026-05-01
CO-1-050,src-2017-co-ch,1,50,其他（國際審查委員會對於身心障礙者及家人在入境台灣與取得公民權上所）,國際審查委員會對於身心障礙者及家人在入境台灣與取得公民權上所受到之限 制表示關切。,,,,pending,2026-05-01
CO-1-051,src-2017-co-ch,1,51,其他（國際審查委員會建議國家廢止限制身心障礙者及其家人遷徙權、自由）,國際審查委員會建議國家廢止限制身心障礙者及其家人遷徙權、自由及取得公 民權的一切法規。 自立生活與融合社區 (第 19 條),,,,pending,2026-05-01
CO-1-052,src-2017-co-ch,1,52,其他（國際審查委員會對下列方面表示關切： a) 身心障礙者無法在與）,國際審查委員會對下列方面表示關切： a) 身心障礙者無法在與他人平等的基礎上生活、融入社會及積極參與社區事務。 許多身心障礙者被安置在機構，以及高度依賴家人，無法選擇居住地點，並被 迫接受特定居住安排。 b) 身心障礙者未獲得適當支持 (包括日常活動協助)使其居住及積極參與社區。因 此，身心障礙者處於隔離與孤立狀態，無法充分發展潛能。以及 c) 身心障礙者個人協助服務，仍不符合聯合國 CRPD 委員會第 5 號一般性意 見。,,,,pending,2026-05-01
CO-1-053,src-2017-co-ch,1,53,其他（國際審查委員會建議： a) 國家發展有規劃期程之計畫，逐步使）,國際審查委員會建議： a) 國家發展有規劃期程之計畫，逐步使住宿機構及其他規模之特定居住安排予以 退場，以確保身心障礙者可選擇居住地點、方式及同住者，並推廣自立生活， 包括適當增加各類社區型服務之經費。 b) 國家發展有規劃期程之計畫，提供身心障礙者適當支持，協助其居住並積極參 與社區，避免隔離與孤立。以及 c) 個人協助服務預算應納入國家正式預算，以確保經費符合穩定、可預期及公開 原則，此類個人協助包括： ● 根據個別需求評估，提供個人直接給付，以確保其足以獨立生活，取得協助 服務，以具競爭力的薪資雇用個人助理，無需自行負擔相關費用。 ● 針對個別需求提供客製化服務，以於招聘、訓練、監督助理時，協助身心障 礙者按其個別要求、生活環境及偏好做出決定。以及 ● 身心障礙者具有專屬個人助理，無需與他人共用。個人協助在品質及數量方 面，均應足以確保身心障礙者無需依賴他人，並實現個人潛能。 個人行動能力 (第 20 條),,,,pending,2026-05-01
CO-1-054,src-2017-co-ch,1,54,其他（國際審查委員會對下列方面表示關切： a) 即使現今輔助科技 ）,國際審查委員會對下列方面表示關切： a) 即使現今輔助科技 (包括個人行動輔具) 日趨先進，但因個人可取得的輔具數 量設有限制 (兩年內以四項為限)，以及部分負擔規定，仍有許多身心障礙者無 法因此受惠，嚴重影響身心障礙者 (尤其是多重障礙者) 獨立生活及融入社 區。以及 b) 癲癇患者無法取得駕駛執照。,,,,pending,2026-05-01
CO-1-055,src-2017-co-ch,1,55,其他（國際審查委員會建議國家： a) 必須依個人能力及選擇，為身心）,國際審查委員會建議國家： a) 必須依個人能力及選擇，為身心障礙者提供可負擔或免費輔具，並進行維護與 調整。 b) 修訂有關癲癇患者的駕駛執照核發規定。 表達與意見之自由及近用資訊 (第 21 條),,,,pending,2026-05-01
CO-1-056,src-2017-co-ch,1,56,其他（國際審查委員會對下列方面表示關切： a) 未推廣台灣手語及聽）,國際審查委員會對下列方面表示關切： a) 未推廣台灣手語及聽覺障礙者文化，對於聽覺障礙者的特殊文化及語言認同缺 乏認知與支持。 b) 資通訊技術 (ICT)、點字、台灣手語、易讀格式及數位通訊普遍不足，包括政 府文件及資訊、公私部門網站、新聞、緊急狀況及災害資訊等方面。 c) 未將 CRPD 譯為易讀格式或台灣手語。 d) 接受特定居住安置的身心障礙者，無法自由與外界溝通。以及 e) 聽覺障礙兒童未能及早接觸台灣手語。,,,,pending,2026-05-01
CO-1-057,src-2017-co-ch,1,57,其他（國際審查委員會建議國家： a) 將台灣手語列為官方語言；提撥）,國際審查委員會建議國家： a) 將台灣手語列為官方語言；提撥適當經費，以辦理台灣手語專業訓練，並於公 共服務領域雇用台灣手語譯者；設定接受台灣手語譯者訓練的適當人數目標； 將台灣手語列為學校選修語言，無論是否為聽覺障礙學生，均有機會學習。 b) 採行必要措施，以執行公私部門資通訊近用相關法規，為各類身心障礙者提供 適當技術及格式。 c) 與心智障礙者合作，將 CRPD 譯為易讀格式，並與聽覺障礙團體合作譯為台 灣手語。 d) 確保身心障礙者 (尤其是接受居住安排者) 可在自行選擇的時間，自由與外界 溝通。以及 e) 及早促成聽覺障礙兒童及其父母接觸台灣手語。 尊重隱私 (第 22 條),,,,pending,2026-05-01
CO-1-058,src-2017-co-ch,1,58,其他（國際審查委員會對下列方面表示關切： a) 五院 (包括監察院）,國際審查委員會對下列方面表示關切： a) 五院 (包括監察院) 對於身心障礙者隱私保護，普遍缺乏相關認知。 b) 個人資料保護法缺乏身心障礙者隱私保護規定，特別是不同機關共享個人資料 等方面。以及 c) 未確實執行精神衛生法第 24 條的隱私保護規定，導致社會心理障礙者的病歷 對外 (包括媒體) 公開。,,,,pending,2026-05-01
CO-1-059,src-2017-co-ch,1,59,其他（國際審查委員會建議國家： a) 提升五院 (包括監察院) 對）,國際審查委員會建議國家： a) 提升五院 (包括監察院) 對於身心障礙者隱私保護的認知。 b) 修訂個人資料保護法，以確實保護身心障礙者隱私，並規定於共享個人資料 前，必須取得身心障礙者同意書。以及 c) 確實執行精神衛生法第 24 條規定，保護社會心理障礙者隱私，包括其病歷。 尊重家居與家庭 (第 23 條),,,,pending,2026-05-01
CO-1-060,src-2017-co-ch,1,60,其他（國際審查委員會對下列方面表示關切： a) 缺乏有關身心障礙者）,國際審查委員會對下列方面表示關切： a) 缺乏有關身心障礙者結紮率的實證資料。 b) 缺乏為身心障礙者設計的性及生育健康教育，特別是聽覺障礙及心智障礙者。 c) 未對身心障礙父母提供適當支持，導致其與子女分離。,,,,pending,2026-05-01
CO-1-061,src-2017-co-ch,1,61,其他（國際審查委員會建議國家： a) 調查身心障礙者結紮率，發表相）,國際審查委員會建議國家： a) 調查身心障礙者結紮率，發表相關資料，並教育健康照護人員應於手術進行 前，確實告知並取得同意。 b) 為身心障礙者提供性及生育健康教育，特別是聽覺障礙及心智障礙者。以及 c) 提供適當支持，以確保身心障礙父母及養父母得以善盡親職及養育子女，並教 育社會服務專業人員了解身心障礙父母的權利及能力。 教育 (第 24 條),,,,pending,2026-05-01
CO-1-062,src-2017-co-ch,1,62,其他（國家迄未承諾全面實施完全融合教育，國際審查委員會對此表示關切）,國家迄未承諾全面實施完全融合教育，國際審查委員會對此表示關切。國家未 解決聯合國 CRPD 委員會第 4 號一般性意見所提出的完全融合問題，尤其是未 能區分排除、隔離、整合與融合。國家同樣忽略第 4 項永續發展目標中，有關 「融合及高品質教育」的意涵。國際審查委員會對下列方面表示關切： a) 缺乏將教育體系轉變為符合聯合國 CRPD 委員會第 4 號一般性意見的限期計 畫。 b) 對於身心障礙學生就讀普通學校中的普通班級，以及接受職業與專業訓練，均 設有限制。 c) 身心障礙學生無法參與擬訂與監督本身的個別化教育計畫。 d) 學習生涯中的學術、社會各方面，普遍缺乏通用設計、學習通用設計及合理調 整，對身心障礙兒童、青少年及成人於普通教育設施內接受教育造成阻礙。 e) 許多家庭自行提供，或付費採購子女就學所需支援。 f) 教師未接受適當訓練以協助就讀普通班級的身心障礙學生。以及 g) 教育體系缺乏台灣手語之教學。,,,,pending,2026-05-01
CO-1-063,src-2017-co-ch,1,63,其他（國際審查委員會建議國家： a) 與身心障礙者及其家人、代表組）,國際審查委員會建議國家： a) 與身心障礙者及其家人、代表組織密切合作，通盤檢討普通教育及特殊教育體 系，並擬訂限期計畫，將現有體系轉變為完全融合體系，以符合聯合國 CRPD 委員會第 4 號一般性意見。 b) 立即承認身心障礙學生有權參與普通學校中的普通班級，包括取消職業及專業 訓練限制。 c) 依第 7 條 (兒童能力演變) 及第 12 條 (法律行為能力) 規定，開放身心障礙學生 參與擬訂與監督本身的個別化教育計畫。 d) 於學習生涯中的學術、社會各方面，全面提供通用設計、學習通用設計及合理 調整，確保身心障礙兒童、青少年及成人得以於普通教育設施內接受教育。 e) 提供就學所需支援，使身心障礙兒童得以就學並接受有效教育。 f) 修改教師職前及在職訓練，以協助就讀普通班級的身心障礙學生。以及 g) 於教育體系中推廣台灣手語教學。 健康 (第 25 條),,,,pending,2026-05-01
CO-1-064,src-2017-co-ch,1,64,其他（國際審查委員會對下列方面表示關切： a) 無論在都市或偏鄉地）,國際審查委員會對下列方面表示關切： a) 無論在都市或偏鄉地區，均有許多設施未能對身心障礙者提供同等的醫療服 務。 b) 未依聯合國 CRPD 委員會第 3 號一般性意見，對身心障礙婦女及女童提供同 等的性及生育健康照護服務。 c) 身心障礙者的醫療診斷及治療知情同意權遭到剝奪。 d) 醫療人員標準訓練課程中，未納入身心障礙者健康照護相關內容。 e) 保險公司在價格及保險範圍方面歧視身心障礙者。以及 f) 身心障礙受刑人無法取得健康照護服務。,,,,pending,2026-05-01
CO-1-065,src-2017-co-ch,1,65,其他（國際審查委員會建議國家： a) 確保醫療診斷及治療過程採用融）,國際審查委員會建議國家： a) 確保醫療診斷及治療過程採用融合設計及設備，尤其是針對身心障礙婦女及女 童。 b) 加強健康照護專業人員對身心障礙婦女及女童提供性及生育健康照護服務的訓 練及敏感度，以符合聯合國 CRPD 委員會第 3 號一般性意見。 c) 在對身心障礙者進行醫療診斷及治療前，確實告知並取得同意。 d) 修改標準醫療訓練，以納入身心障礙者健康照護相關課程。 e) 檢討及修改保險公司訂價及保險範圍相關政策，使身心障礙者平等納保及享有 平等保費費率。以及 f) 確保身心障礙受刑人平等取得健康照護服務。 適應訓練與復健 (第 26 條),,,,pending,2026-05-01
CO-1-066,src-2017-co-ch,1,66,其他（國際審查委員會對下列方面表示關切： a) 偏鄉地區的身心障礙）,國際審查委員會對下列方面表示關切： a) 偏鄉地區的身心障礙者無法就近取得復健服務，且必須自行負擔往返交通費 用。 b) 未對偏鄉地區各年齡層身心障礙者取得復健服務提供支援，包括同儕支持。 c) 衛生福利部社會家庭署推動「發展遲緩兒童社區療育服務實施計畫」進度緩 慢。以及 d) 身心障礙受刑人無法接受復健服務，尤其是注意力不足過動症患者。,,,,pending,2026-05-01
CO-1-067,src-2017-co-ch,1,67,其他（國際審查委員會建議國家： a) 確保偏鄉地區的身心障礙者得以）,國際審查委員會建議國家： a) 確保偏鄉地區的身心障礙者得以取得適當復健服務，且無需負擔額外費用。 b) 對偏鄉地區各年齡層身心障礙者取得復健服務提供適當支援，包括同儕支持。 c) 立即全面實施「發展遲緩兒童社區療育服務實施計畫」。以及 d) 對身心障礙受刑人提供復健服務。 工作與就業 (第 27 條),,,,pending,2026-05-01
CO-1-068,src-2017-co-ch,1,68,其他（國際審查委員會對下列方面表示關切： a) 身心障礙者 (特別）,國際審查委員會對下列方面表示關切： a) 身心障礙者 (特別是婦女) 的勞動參與率顯著低於非身心障礙者。 b) 工作環境對身心障礙者造成阻礙，但國家未規定雇主必須針對工作場所進行合 理調整；此外，國家將合理調整誤譯為「合理空間規劃」。 c) 身心障礙者無法參加職業訓練，為就業預做準備。 d) 身心障礙勞工較常從事兼職或臨時工作，從事專業工作比例過低，且薪資較 低。 e) 身心障礙者對於勞動市場中的歧視，缺乏法律救濟途徑。 f) 身心障礙者就業政策長期採取的定額進用制度缺乏成效。 g) 庇護工場未能使身心障礙者順利進入開放勞動市場。以及 h) 因擔心失去請領身心障礙生活補助（資產調查）的資格，身心障礙者未尋求就 業。,,,,pending,2026-05-01
CO-1-069,src-2017-co-ch,1,69,其他（國際審查委員會建議國家： a) 採行適當措施，並配置充足資源）,國際審查委員會建議國家： a) 採行適當措施，並配置充足資源，以促使身心障礙者 (特別是婦女) 進入開放 勞動市場。 b) 規定雇主必須針對工作場所進行合理調整，並更正 CRPD 中，有關合理調整 的誤譯部分。 c) 確保身心障礙者可參加職業訓練，為就業預做準備。 d) 檢討勞動市場實踐狀況，消除身心障礙者從事專業、全職工作並支領同等薪資 的阻礙。透過實習、實作、工作場所適應 (包括輔助科技) 補助及就業輔導等 措施，增加身心障礙學生及求職者的就業機會。 e) 確實保障身心障礙者就業權，並由公民社會提供相關法律資源。 f) 分析現行定額進用制度，並考慮採取替代方案，包括積極性差別待遇措施。 g) 採行相關計畫，使庇護工場予以退場，同時協助身心障礙者進入開放勞動市 場。以及 h) 排除以資產審查作為核發標準，進而降低身心障礙者就業意願之身心障礙生活 補助。 適足之生活水準與社會保障 (第 28 條),,,,pending,2026-05-01
CO-1-070,src-2017-co-ch,1,70,其他（國際審查委員會對下列方面表示關切： a) 身心障礙者處於貧窮）,國際審查委員會對下列方面表示關切： a) 身心障礙者處於貧窮狀態的比率較一般民眾為高。 b) 依現行退休法規及勞工保險條例規定，身心障礙者無法或減額領取退休金（老 年給付）。 c) 無工作經歷的身心障礙者，僅有資格依國民年金法領取身心障礙年金，不足以 支應基本食物費用。以及 d) 無障礙住宅主要僅及於社會住宅中，而非在公私部門或新舊住宅。此外，現行 住宅法亦已阻礙既有住宅順利翻修為無障礙住宅。,,,,pending,2026-05-01
CO-1-071,src-2017-co-ch,1,71,其他（國際審查委員會建議國家： a) 身心障礙者取得補助及津貼的資）,國際審查委員會建議國家： a) 身心障礙者取得補助及津貼的資格，應獨立於其家庭經濟情況。 b) 修訂現行退休法規及勞工保險條例，使身心障礙者有資格領取退休金（老年給 付）。 c) 修訂國民年金法，使無工作經歷的身心障礙者有資格領取身心障礙年金，以確 保其在社區中有尊嚴的生活。以及 d) 優先鼓勵公私部門興建可負擔的無障礙住宅；提高翻修補助，促使既有建築順 利改建為無障礙住宅；立法規定公私部門的所有新建住宅均必須為無障礙環 境；對身心障礙者及成員中包含身心障礙者的家庭提供適當租金補貼。除去現 行住宅法對將既有建築翻修為無障礙住宅的阻礙。 參與政治與公共生活 (第 29 條),,,,pending,2026-05-01
CO-1-072,src-2017-co-ch,1,72,其他（國際審查委員會對下列方面表示關切： a) 現行選舉法規禁止受）,國際審查委員會對下列方面表示關切： a) 現行選舉法規禁止受監護宣告者行使選舉權，導致身心障礙者的選舉權遭到剝 奪。 b) 國家未鼓勵身心障礙者參選，亦無身心障礙候選人或當選人相關資料。 c) 由於未在選舉前按時發送適當資訊、投票所非無障礙環境、缺乏決策支持等因 素，身心障礙者無法在與他人平等的基礎上，參與政治及公共生活。,,,,pending,2026-05-01
CO-1-073,src-2017-co-ch,1,73,其他（國際審查委員會建議國家： a) 確保身心障礙者得以在與他人平）,國際審查委員會建議國家： a) 確保身心障礙者得以在與他人平等的基礎上行使選舉權，並修訂現行選舉相關 規則。 b) 鼓勵身心障礙者參選，並搜集身心障礙候選人及當選人相關資料。以及 c) 修改相關政策，以在選舉前按時發送適當資訊，確保所有投票所均為無障礙環 境，並提供身心障礙選舉人所需的輔助決定支持。 參與文化生活、康樂、休閒與體育活動 (第 30 條),,,,pending,2026-05-01
CO-1-074,src-2017-co-ch,1,74,其他（國際審查委員會對下列方面表示關切： a) 缺乏計畫及專案經費）,國際審查委員會對下列方面表示關切： a) 缺乏計畫及專案經費，無法推廣身心障礙者參與體育活動。 b) 數位書籍有限，視覺障礙及其他印刷品閱讀障礙者難以取得出版品。 c) 中央及地方層級的公園、活動中心、體育場館，在規定及實務上均有歧視身心 障礙者的情況，包括限制心智及社會心理障礙者參與。以及 d) 缺乏身心障礙兒童可使用的兒童遊戲場。,,,,pending,2026-05-01
CO-1-075,src-2017-co-ch,1,75,其他（國際審查委員會建議國家： a) 依 CRPD 修訂國民體育法）,國際審查委員會建議國家： a) 依 CRPD 修訂國民體育法，並實施相關計畫及專案，以推廣身心障礙者參與 體育活動。 b) 依世界智慧財產組織 (WIPO) 所管理的視覺障礙及其他印刷品閱讀障礙者近用 出版品馬拉喀什條約，推廣無障礙格式出版品。 c) 加強執行身心障礙者權益保障法及民法規定，消除中央及地方公園、活動中 心、體育場館拒絕身心障礙者 (包括心智及社會心理障礙者) 的歧視規定及慣 例。以及 d) 根據通用設計設置兒童遊戲場，確保身心障礙兒童得以參與休閒娛樂活動。 C. 特別義務 (第 31 至 33 條) 統計與資料搜集 (第 31 條),,,,pending,2026-05-01
CO-1-076,src-2017-co-ch,1,76,其他（國家用以搜集各類身心障礙者相關資料的方法 (包括，但不限於人）,國家用以搜集各類身心障礙者相關資料的方法 (包括，但不限於人口普查、家戶 面調查及分組資料)，仍令國際審查委員會存有疑慮。國家目前採用的方法，並 未根據人權原則，相關條件仍存在阻礙。,,,,pending,2026-05-01
CO-1-077,src-2017-co-ch,1,77,其他（國際審查委員會建議國家以系統性的方式搜集衛生、教育、就業、政）,國際審查委員會建議國家以系統性的方式搜集衛生、教育、就業、政治參與、 司法近用、社會保障、暴力、偏鄉地區人口等各部門資料，並發展人權指標， 以提供有關 CRPD 施行情況的正確資訊。 國際合作 (第 32 條),,,,pending,2026-05-01
CO-1-078,src-2017-co-ch,1,78,其他（國家缺乏橫向政策，因此未能於國際合作活動 (包括推動 203）,國家缺乏橫向政策，因此未能於國際合作活動 (包括推動 2030 年議程) 中提升身 心障礙者人權，國際審查委員會對此表示關切。,,,,pending,2026-05-01
CO-1-079,src-2017-co-ch,1,79,其他（國際審查委員會建議國家擬訂橫向政策，以於國際合作活動中提升身）,國際審查委員會建議國家擬訂橫向政策，以於國際合作活動中提升身心障礙者 人權；在推動 2030 年議程及永續發展目標時，全面納入身心障礙者權利觀點。 國家實施與監測 (第 33 條),,,,pending,2026-05-01
CO-1-080,src-2017-co-ch,1,80,其他（國際審查委員會對下列方面表示關切： a) 國家未依第 CRP）,國際審查委員會對下列方面表示關切： a) 國家未依第 CRPD 第 33(1) 條正式設置國家協調中心，並配置熟悉身心障礙者 人權的專業人員。 b) 現有指定協調機制為行政院身心障礙者權益推動小組，但卻非政府機關或公民 社會所熟悉。 c) 儘管已研議超過五年，國家仍未依巴黎原則設置類似國家人權機構的獨立監督 機制。以及 d) 身心障礙者及其代表組織參與監督程序受到比例限制。,,,,pending,2026-05-01
CO-1-081,src-2017-co-ch,1,81,其他（國際審查委員會建議國家： a) 立即正式設置國家協調中心，並）,國際審查委員會建議國家： a) 立即正式設置國家協調中心，並配置熟悉身心障礙者人權的專業人員。 b) 針對政府機關及公民社會，確實傳達行政院身心障礙者權益推動小組做為指定 協調機制的職務與責任。 c) 立即依巴黎原則，設置國家人權機構或類似組織做為獨立監督機制，並規定監 督機制必須完全獨立，不隸屬於總統府、監察院或任何政府組織。以及 d) 依 CRPD 第 33(3) 條規定，由身心障礙組織全面參與監督程序，國家應對身心 障礙組織提供適當經費及人力資源，使其得以參與 CRPD 的國家實施及監 督。 IV. 追蹤及傳達,,,,pending,2026-05-01
CO-1-082,src-2017-co-ch,1,82,其他（國際審查委員會要求國家在 12 個月內，依 CRPD 第 3）,國際審查委員會要求國家在 12 個月內，依 CRPD 第 35(2) 條規定，公布為執行 國際審查委員會在第 23(b) 及 80(c) 項提出的建議，所採取的措施。,,,,pending,2026-05-01
CO-1-083,src-2017-co-ch,1,83,其他（國際審查委員會要求國家執行國際審查委員會在本結論性意見中提出）,國際審查委員會要求國家執行國際審查委員會在本結論性意見中提出的建議。 國際審查委員會建議國家運用社群媒體策略，向中央及地方政府、立法機關、 部會首長、主管機關、媒體及教育、醫療、法律專業團體，傳達本結論性意 見。,,,,pending,2026-05-01
CO-1-084,src-2017-co-ch,1,84,其他（國際審查委員會強烈建議國家在彙編定期報告期間，邀請民間組織，）,國際審查委員會強烈建議國家在彙編定期報告期間，邀請民間組織，尤其是身 心障礙組織參與。,,,,pending,2026-05-01
CO-1-085,src-2017-co-ch,1,85,其他（國際審查委員會要求國家廣為傳達本結論性意見，包括對非政府組織）,國際審查委員會要求國家廣為傳達本結論性意見，包括對非政府組織、身心障 礙者代表組織、身心障礙者及其家人，以國語、台灣手語等少數族群語言及各 類無障礙格式宣傳，並於政府人權網站公布。,,,,pending,2026-05-01
